Name,ContentEn,ContentFr,ContentNl,FAQ,Format,Language,Roles,Tags,TitleEn,TitleFr,TitleNl,UniekeId
faq-58-wat-zit-er-vervat-in-de-pechhulp,"85% of our fleet is affiliated with our umbrella VAB assistance, the remainder have equivalent assistance elsewhere (How to contact, see 'breakdown'). They are valid in the Benelux, they ensure repatriation of the vehicle and its occupants, although this can be done at 3 different times. Only repatriation of luggage is not covered in Belgium. They do not have a replacement vehicle as standard, but this can often be arranged on site. What is or is not offered on site varies greatly depending on location, type of accident and time of day (on a weekday in November you get much better service than on black weekends in July). Because it is often so dependent, we cannot provide general guidelines here, other than what each assistance includes as standard. 

Bodily injury: 

  Compulsory civil liability protects bodily injuries to the occupants.

  All cars have driver insurance at car level. It is a requirement for us to be allowed to share.

  This means that you as a driver are also covered for physical damage when you are at the wheel of one of our shared cars.

If you are traveling outside the Benelux, consult this FAQ.","85% de notre flotte est affiliée à notre assistance faîtière VAB, le reste bénéficie d'une assistance équivalente ailleurs (Comment nous contacter, voir 'panne'). Ils sont valables au Benelux, ils assurent le rapatriement du véhicule et de ses occupants, même si cela peut se faire à 3 moments différents. Seul le rapatriement des bagages n'est pas couvert en Belgique. Ils ne disposent pas de véhicule de remplacement en standard, mais celui-ci peut souvent être organisé sur place. Ce qui est proposé ou non sur place varie considérablement selon le lieu, le type d'accident et l'heure de la journée (en semaine en novembre, vous bénéficiez d'un bien meilleur service que lors des week-ends noirs de juillet). Parce qu’elle est souvent très dépendante, nous ne pouvons pas fournir ici de lignes directrices générales, autres que ce que chaque assistance inclut en standard. 

Dommage corporel : 

  La responsabilité civile obligatoire protège les dommages corporels des occupants.

  Toutes les voitures ont une assurance conducteur au niveau de la voiture. C'est une condition pour que nous soyons autorisés à partager.

  Cela signifie qu'en tant que conducteur, vous êtes également couvert pour les dommages physiques lorsque vous êtes au volant d'une de nos voitures partagées.

Si vous voyagez en dehors du Benelux, consultez cette FAQ.","85% van onze vloot is aangesloten bij onze overkoepelende VAB bijstand, de overige hebben een gelijkwaardige bijstand elders lopen (Hoe te contacteren, zie 'pech'). Ze zijn geldig in de Benelux, ze zorgen voor repatriëring van voertuig en inzittenden, al kan dat op 3 verschillende momenten. Enkel repatriëring van de bagage is niet gedekt in België. Ze hebben geen vervangvoertuig standaard in het aanbod, maar dat kan vaak ter plaatse wel geregeld worden. Wat er ter plekke al dan niet aangeboden wordt, varieert heel sterk van locatie, type ongeval en tijdstip (in een doordeweekse week in november krijg je veel betere dienstverlening dan in zwarte weekenden in juli). Doordat het vaak zo afhankelijk is, kunnen we hier geen algemene richtlijnen in geven, behalve wat elke bijstand standaard omvat. 

Lichamelijk letsel: 

  De verplichte burgerlijke aansprakelijkheid beschermt lichamelijke letsels van de inzittenden.

  Alle wagens hebben bestuurdersverzekering op autoniveau. Is voor ons vereiste om te mogen gedeeld worden.

  Dat betekent dat jij als bestuurder ook gedekt bent voor lichamelijke schade als je aan het stuur zit van een van onze deelwagens.

Ga je op reis buiten Benelux, raadpleeg dan deze FAQ.",Yes,text,,public,,What is included in the breakdown assistance?,Qu'est-ce qui est inclus dans l'assistance dépannage ?,Wat zit er vervat in de pechhulp?,
faq-65-hoe-kan-ik-mijn-auto-voor-een-langere-periode-ter-be,"Are you going on a trip without a car but would you like to continue sharing the car? But you'd like to keep your standard time constraints. This can be done via the 'ignore time restrictions' button and fields. Especially during the holiday periods, there is more demand for longer journeys that can preferably be requested earlier in time. By setting this up better, you increase the chance that a borrower will find a car in the calendar for a longer period in the future. 

An example below (see print screen)

By default, the owner in this example only allows trips of 7 days or less. These can only be requested if the ride takes place within 30 days. The owner is going on a trip without a car for a whole month in July and would like to lend the car to someone who will use it for a longer period of time. By making an exception to these standard time restrictions, the car can be reserved for a trip of at least 14 days (and max. 30 days) within the period 1/7-31/7.","Vous partez en voyage sans voiture mais vous souhaitez continuer à partager la voiture ? Mais vous souhaitez conserver vos contraintes de temps habituelles. Cela peut être fait via le bouton et les champs « ignorer les restrictions de temps ». Surtout pendant les périodes de vacances, la demande pour des trajets plus longs qui peuvent être demandés de préférence plus tôt est plus forte. En configurant mieux cela, vous augmentez les chances qu'un emprunteur trouve une voiture dans le calendrier pour une période plus longue à l'avenir. 

Un exemple ci-dessous (voir écran d'impression)

Par défaut, le propriétaire dans cet exemple n'autorise que les voyages de 7 jours ou moins. Ceux-ci ne peuvent être demandés que si la course a lieu dans les 30 jours. Le propriétaire part en voyage sans voiture pendant un mois entier en juillet et souhaite prêter la voiture à quelqu'un qui l'utilisera plus longtemps. En faisant exception à ces restrictions horaires standard, la voiture peut être réservée pour un voyage d'au moins 14 jours (et max. 30 jours) dans la période du 1/7 au 31/7.","Ga je op reis zonder auto maar je wil graag de auto blijven delen? Maar je wil graag je standaard tijdsbeperkingen behouden. Dan kan dat via de knop en velden 'tijdsbeperkingen negeren'. Zeker tijdens de vakantieperiodes is er namelijk meer vraag naar langere ritten die liefst vroeger in tijd kunnen worden aangevraagd. Door dit beter in te stellen vergroot je de kans dat een ontlener in de kalender een auto vindt voor een langere periode in de toekomst. 

Een voorbeeld hieronder (zie printscreen)

Standaard laat de eigenaar in dit voorbeeld enkel ritten van 7 dagen of minder toe. Deze kunnen enkel aangevraagd worden als de rit binnen de 30 dagen plaatsvindt. De eigenaar gaat in juli een hele maand op reis zonder auto en wil de auto liefst uitlenen aan iemand die hem langere tijd gebruikt. Door een uitzondering te maken op deze standaard tijdsbeperkingen, kan de auto wel voor een rit van minstens 14 dagen (en max. 30 dagen) worden gereserveerd binnen de periode 1/7-31/7.",Yes,text,,public,,How can I make my car available for a longer period in the future?,Comment puis-je rendre ma voiture disponible pour une période plus longue à l’avenir ?,Hoe kan ik mijn auto voor een langere periode ter beschikking stellen in de toekomst?,
faq-23-hoe-reserveer-ik-het-best-langere-ritten-ritten-van-,"In principle, owners may refuse rides of 3 days or longer. If they are not open to this, we ask them to mention this in the description of their car. Many owners are happy with their car being away for a longer period of time, even a few weeks is possible. To create trust, it is best to first send an email tonaamauto@degage.be with the question before indicating this in the calendar.","En principe, les propriétaires peuvent refuser les trajets de 3 jours ou plus. S’ils n’y sont pas ouverts, nous leur demandons de le mentionner dans le descriptif de leur voiture. De nombreux propriétaires sont satisfaits de l’absence de leur voiture pendant une période plus longue, même quelques semaines sont possibles. Pour créer de la confiance, il est préférable d'envoyer d'abord un email à tonaamauto@degage.be avec la question avant de l'indiquer dans le calendrier.","Eigenaars mogen in principe ritten van 3 dagen of langer weigeren. Staan ze hiervoor niet open, dan vragen we hen dit wel te melden in de omschrijving van hun auto. Vele eigenaars vinden het wel prima dat hun auto voor langer weg is, zelfs enkele weken is mogelijk. Om vertrouwen te scheppen, stuur je best eerst eens een mailtje naar naamauto@degage.be met de vraag, alvorens dit aan te duiden in de kalender.",Yes,text,,public,,What is the best way to reserve longer rides (trips of more than 2 days)?,Quelle est la meilleure façon de réserver des trajets plus longs (voyages de plus de 2 jours) ?,Hoe reserveer ik het best langere ritten (ritten van meer dan 2 dagen)?,
faq-22-hoe-ver-op-voorhand-mag-ik-reserveren,"There is no set timing for this, although a month in advance is acceptable. You can of course book longer in advance. The longer in advance, the more likely the owner will want some time to make his reservations. You can avoid refusals by first contacting the owner(s) by email - especially for journeys longer than 2 days. Some owners indicate their desired timing of reservation in the description of their car.","Il n’y a pas de calendrier précis pour cela, même si un mois à l’avance est acceptable. Vous pouvez bien sûr réserver plus longtemps à l'avance. Plus on avance longtemps à l'avance, plus le propriétaire aura probablement besoin de temps pour faire ses réservations. Vous pouvez éviter les refus en contactant au préalable le(s) propriétaire(s) par email - notamment pour les trajets de plus de 2 jours. Certains propriétaires indiquent le moment de réservation souhaité dans la description de leur voiture.","Er is geen vastgelegde timing hiervoor, al is een maand op voorhand aanvaardbaar. Je mag natuurlijk langer op voorhand reserveren. Hoe langer op voorhand, hoe meer kans dat de eigenaar zelf wat tijd wenst om zijn reserveringen te maken. Weigeringen kan je vermijden door eerst via e-mail te polsen bij (de) eigenaar(s) - zeker bij ritten langer dan 2 dagen. Sommige eigenaars melden in de omschrijving van hun auto hun gewenste timing van reserveren.",Yes,text,,public,,How far in advance can I make a reservation?,Combien de temps à l’avance puis-je faire une réservation ?,Hoe ver op voorhand mag ik reserveren?,
faq-26-hoelang-duurt-het-vooraleer-een-reservatie-wordt-goe,"In principle, the owner has 48 hours to approve the reservation, but please keep in mind that we are a private car sharing system. If approval takes too long, you can call the owner. If you request a ride less than 48 hours in advance, we will consider this a last minute reservation (see question 'What if I need a car last minute?').","En principe, le propriétaire dispose de 48 heures pour approuver la réservation, mais gardez à l'esprit que nous sommes un système de covoiturage privé. Si l'approbation prend trop de temps, vous pouvez appeler le propriétaire. Si vous demandez une course moins de 48 heures à l'avance, nous considérerons cela comme une réservation de dernière minute (voir question « Et si j'ai besoin d'une voiture à la dernière minute ? »).","In principe krijgt de eigenaar 48 uur om de reservatie goed te keuren, maar probeer er rekening mee te houden dat we een particulier autodeelsysteem zijn. Blijft de goedkeuring te lang uit, dan kan je de eigenaar eens bellen. Vraag je minder dan 48 uur op voorhand een rit aan, dan beschouwen we dit als een last minute reservatie (zie vraag ‘Wat als ik last minute een auto nodig heb?’).",Yes,text,,public,,How long does it take before a reservation is approved?,Combien de temps faut-il avant qu'une réservation soit approuvée ?,Hoelang duurt het vooraleer een reservatie wordt goedgekeurd?,
faq-25-kan-ik-na-goedkeuring-mijn-reservatie-nog-wijzigen,"Yes, but always communicate well with the owner. You can shorten a reservation but not extend it. If you want a longer ride, make an additional reservation or cancel your current reservation and make a new one. Do you no longer need the car at all? Try to avoid unnecessary reservations, but if you no longer need a car due to circumstances, notify the owner as soon as possible and cancel your reservation in the calendar. Canceling the reservation once it has already started is not possible. Only the owner can register the reservation as “cancelled”.","Oui, mais communiquez toujours bien avec le propriétaire. Vous pouvez raccourcir une réservation mais pas la prolonger. Si vous souhaitez un trajet plus long, effectuez une réservation supplémentaire ou annulez votre réservation actuelle et effectuez-en une nouvelle. Vous n'avez plus du tout besoin de la voiture ? Essayez d'éviter les réservations inutiles, mais si vous n'avez plus besoin de voiture en raison des circonstances, informez le propriétaire le plus rapidement possible et annulez votre réservation dans le calendrier. Il n'est pas possible d'annuler la réservation une fois qu'elle a déjà commencé. Seul le propriétaire peut enregistrer la réservation comme « annulée ».","Ja, maar communiceer altijd goed met de eigenaar. Een reservatie kan je inkorten maar niet verlengen. Wens je een langere rit, maak dan een extra reservatie of annuleer je huidige reservatie en maak een nieuwe. Heb je de auto helemaal niet meer nodig? Probeer onnodige reservaties te vermijden, maar als je een auto door omstandigheden niet meer nodig hebt, verwittig dan asap de eigenaar en annuleer je reservatie in de kalender. De reservatie annuleren als die al begonnen is, is niet mogelijk. Enkel de eigenaar kan de reservatie als “niet doorgegaan” registreren.",Yes,text,,public,,Can I still change my reservation after approval?,Puis-je encore modifier ma réservation après approbation ?,Kan ik na goedkeuring mijn reservatie nog wijzigen?,
faq-24-mijn-reservatie-wordt-geweigerd-door-de-eigenaar-mag,"Owners must also reserve their own rides. If they refuse normal rides of 1 or 2 days that are not requested far in advance (see question 'how far in advance can I make a reservation?'), they must have a serious reason for this (such as a broken down car).

Special reservations that you make in consultation with the owner (or that the owner can refuse):

  last minute (reservations in the distant future

  longer ride (3 days or more)

  learn to drive a car (L)

  container park

  use of tow bar

  abroad

  systematic use

  transport animals

Please allow sufficient time for the owner to accept the request (48 hours). You can only reserve one car for a certain period. If you make a last-minute request (<48 hours in advance), view the car sheet to see how the owner handles this.","Les propriétaires doivent également réserver leurs propres manèges. S'ils refusent des trajets normaux de 1 ou 2 jours qui ne sont pas demandés longtemps à l'avance (voir question « combien de temps à l'avance puis-je réserver ? »), ils doivent avoir une raison sérieuse pour cela (par exemple une voiture en panne).

Réservations particulières que vous faites en concertation avec le propriétaire (ou que le propriétaire peut refuser) :

  dernière minute (réservations dans un futur lointain

  trajet plus long (3 jours ou plus)

  apprendre à conduire une voiture (L)

  parc à conteneurs

  utilisation de la barre de remorquage

  à l'étranger

  utilisation systématique

  transporter des animaux

Veuillez prévoir suffisamment de temps pour que le propriétaire accepte la demande (48 heures). Vous ne pouvez réserver qu'une seule voiture pour une certaine période. Si vous faites une demande de dernière minute (<48 heures à l'avance), consultez la fiche du véhicule pour voir comment le propriétaire gère cela.","Eigenaars moeten ook hun eigen ritten reserveren. Weigeren ze normale ritten van 1 of 2 dagen die niet ver op voorhand worden aangevraagd (zie vraag ‘hoe ver op voorhand mag ik reserveren’), dan moeten zij daar een grondige reden voor hebben (zoals auto in panne).

Bijzondere reservaties die je in onderling overleg doet met de eigenaar (of die de eigenaar kan weigeren):

  last minute (reservaties in de verre toekomst

  langere rit (3 dagen of meer)

  leren auto rijden (L)

  containerpark

  gebruik van trekhaak

  buitenland

  systematisch gebruik

  dieren vervoeren

Geef de eigenaar voldoende tijd om de aanvraag te aanvaarden (48 uur). Je kan slechts één auto reserveren voor een bepaalde periode. Doe je een last-minute aanvraag (<48 uur op voorhand), bekijk dan de autofiche hoe de eigenaar hiermee omgaat.",Yes,text,,public,,My reservation is refused by the owner: is this allowed?,Ma réservation est refusée par le propriétaire : est-ce autorisé ?,Mijn reservatie wordt geweigerd door de eigenaar: mag dit wel?,
faq-21-wat-als-ik-last-minute-een-auto-nodig-heb,"If you need the car within 48 hours or less, it is best to call the owner. If you receive confirmation by telephone, do not forget to indicate the ride in the online reservation system in advance. However, always try to keep in mind that we are a private car sharing system with key exchange. As a rule, it is therefore recommended to reserve your car at least 4 days in advance.","Si vous avez besoin de la voiture dans les 48 heures ou moins, il est préférable d'appeler le propriétaire. Si vous recevez une confirmation par téléphone, n'oubliez pas d'indiquer au préalable le trajet dans le système de réservation en ligne. Cependant, essayez toujours de garder à l’esprit que nous sommes un système de covoiturage privé avec échange de clés. En règle générale, il est donc recommandé de réserver votre voiture au moins 4 jours à l'avance.","Als je binnen 48 uur of minder de auto nodig hebt, dan bel je best de eigenaar op. Krijg je telefonisch een bevestiging, vergeet dan zeker niet op voorhand de rit ook in het online reservatiesysteem aan te duiden. Probeer er echter altijd rekening te houden dat we een particulier autodeelsysteem zijn met uitwisseling van sleutels. In de regel blijft het dus aangeraden om zeker 4 dagen op voorhand je auto te reserveren.",Yes,text,,public,,What if I need a car last minute?,Et si j'ai besoin d'une voiture à la dernière minute ?,Wat als ik last minute een auto nodig heb?,
faq-60-er-is-een-sterretje-in-de-voorruit-wat-moet-ik-doen,"Is there an asterisk in the windshield for no apparent reason? Then there is little the driver can do about it. Dégage fully intervenes in this. There is no franchise.

If the asterisk is not in your field of vision, it is not necessary to repair it urgently. This rule even applies to the car inspection.
If the asterisk is in your field of vision, it will need to be repaired. But you can safely wait a few days. Send an email toschade@degage.be for the options.

There are two options for repair: 

  glass breakage via internal comprehensive insurance (Dégage): We would like people not to drive to Carglass because this is (too) expensive for (the damage fund of) Dégage. Cheaper options are AGK Dampoort (Africalaan 50, Ghent 09/2238417) or Autoglas Vlaanderen (0476/757767). The owner advances the invoice, Dégage reimburses the owner. It is important that the owner charges the invoice for car costs under the DAMAGE type.

  Glass breakage via external comprehensive insurance (Ethias): If the car has comprehensive insurance with Ethias, Carglass can. The advantage is that invoicing is then arranged directly between Carglass and Ethias. If you went to AGK, that's certainly okay too. Then you send the invoice to Dégage, who in turn will arrange it with Ethias.

If it is the borrower who drives the car to the repairer, the borrower must advance the invoice and then ask the owner for the money back. In any case, the invoice must be made out in the owner's name. You can find the information on the car papers.

As an owner, how do you know whether the car has an internal or external comprehensive package? Every car with a residual value of 10,000 euros or more has an external comprehensive insurance through Ethias. If the residual value has fallen (sufficiently) below 10,000 euros, the comprehensive insurance will be fully arranged via Dégage itself. If in doubt, ask Dégage. You can always find the residual value in the dashboard of your car. If 'glass breakage via internal insurance' is checked in the basic information of your car, then your car has an internal comprehensive insurance via Dégage.

What about the mileage?
Driving to the repairer can be done by the borrower, if the owner also feels comfortable doing so. This way the owner is relieved a bit. If the owner likes to drive himself, that is of course also possible. The mileage that was driven depending on the claim can be passed on to Dégage. We will then ensure that they are registered in the borrower's name. 

The invoice will initially be paid by the owner - for accounting reasons. Then charged (important!). We will then refund in full. There is no deductible in the event of glass breakage. So no one will have to pay a personal contribution for this.","Y a-t-il un astérisque sur le pare-brise sans raison apparente ? Le conducteur ne peut alors pas y faire grand-chose. Dégage y intervient pleinement. Il n'y a pas de franchise.

Si l’astérisque n’est pas dans votre champ de vision, il n’est pas nécessaire de le réparer en urgence. Cette règle s’applique même au contrôle technique automobile.
Si l'astérisque se trouve dans votre champ de vision, il devra être réparé. Mais vous pouvez attendre quelques jours en toute sécurité. Envoyez un email àschade@degage.be pour les options.

Il existe deux options de réparation : 

  Bris de glace via assurance tous risques interne (Dégage) : Nous souhaitons que les gens ne conduisent pas chez Carglass car cela coûte (trop) cher pour (le fonds de dommages de) Dégage. Les options moins chères sont AGK Dampoort (Africalaan 50, Gand 09/2238417) ou Autoglas Vlaanderen (0476/757767). Le propriétaire avance la facture, Dégage rembourse le propriétaire. Il est important que le propriétaire facture la facture des frais de voiture sous le type DOMMAGES.

  Bris de glace via une assurance tous risques externe (Ethias) : Si la voiture dispose d'une assurance tous risques auprès d'Ethias, Carglass le peut. L’avantage est que la facturation s’effectue alors directement entre Carglass et Ethias. Si vous êtes allé chez AGK, ce n'est certainement pas grave aussi. Vous envoyez ensuite la facture à Dégage qui se chargera à son tour de la régler avec Ethias.

Si c'est l'emprunteur qui conduit la voiture chez le réparateur, l'emprunteur doit avancer la facture puis demander le remboursement au propriétaire. Dans tous les cas, la facture doit être établie au nom du propriétaire. Vous pouvez trouver les informations sur les papiers de la voiture.

En tant que propriétaire, comment savoir si la voiture dispose d’un package complet interne ou externe ? Chaque voiture d'une valeur résiduelle de 10 000 euros ou plus bénéficie d'une assurance tous risques externe via Ethias. Si la valeur résiduelle est tombée (suffisamment) en dessous de 10 000 euros, l'assurance tous risques sera entièrement souscrite par Dégage lui-même. En cas de doute, demandez à Dégage. Vous pouvez toujours trouver la valeur résiduelle dans le tableau de bord de votre voiture. Si « bris de glace via assurance interne » est coché dans les informations de base de votre voiture, alors votre voiture dispose d'une assurance tous risques interne via Dégage.

Et le kilométrage ?
Le déplacement jusqu'au réparateur peut être effectué par l'emprunteur, si le propriétaire se sent également à l'aise de le faire. De cette façon, le propriétaire est un peu soulagé. Si le propriétaire aime conduire lui-même, c'est bien sûr également possible. Le kilométrage parcouru en fonction du sinistre peut être transmis à Dégage. Nous veillerons ensuite à ce qu'ils soient enregistrés au nom de l'emprunteur. 

La facture sera initialement payée par le propriétaire - pour des raisons comptables. Puis chargé (important !). Nous vous rembourserons alors intégralement. Il n’y a pas de franchise en cas de bris de glace. Personne n’aura donc à payer de contribution personnelle pour cela.","Is er een sterretje in de voorruit zonder aanwijsbare redenen? Dan kan de bestuurder hier weinig aan doen. Dégage komt hierin volledig tussen. Er is geen franchise.

Bevindt het sterretje zich niet in je gezichtsveld, dan is het niet noodzakelijk dit dringend te herstellen. Zelfs voor de autokeuring geldt deze regel.
Bevindt het sterretje zich wél in je gezichtsveld, dan zal het wel hersteld moeten worden. Maar je kan gerust hiermee enkele dagen wachten. Stuur een mailtje naar schade@degage.be voor de mogelijkheden.

Bij herstelling zijn er twee opties: 

  glasbreuk via interne omnium (Dégage): We hebben graag dat er niét naar Carglass wordt gereden omdat dit (te) duur is voor (het schadefonds van) Dégage. Goedkopere opties zijn AGK Dampoort (Afrikalaan 50, Gent 09/2238417) of Autoglas Vlaanderen (0476/757767). De eigenaar schiet de factuur voor, Dégage betaalt de eigenaar terug. Het is belangrijk dat de eigenaar de factuur oplaadt bij autokosten onder type SCHADE.

  glasbreuk via externe omnium (Ethias): Heeft de auto een omnium bij Ethias, dan kan Carglass wél. Voordeel is dat de facturatie dan rechtstreeks geregeld wordt tussen Carglass en Ethias. Ben je toch naar AGK gegaan, dan is dat zeker ook oké. Dan stuur je wel de factuur op naar Dégage die het op haar beurt regelt met Ethias.

Is het de ontlener die met de wagen naar de hersteller rijdt, dan dient de ontlener de factuur voor te schieten en nadien het geld terug te vragen aan de eigenaar. De factuur moet sowieso op naam van de eigenaar opgemaakt worden. De gegevens vind je terug op de autopapieren.

Hoe weet je als eigenaar of de auto een interne of externe omnium heeft? Elke auto met een restwaarde van 10.000 euro of meer heeft een externe omnium via Ethias. Is de restwaarde (voldoende) gedaald onder de 10.000 euro, dan wordt de omnium volledig geregeld via Dégage zelf. Bij twijfel, vraag het aan Dégage. De restwaarde kan je steeds terugvinden in het dashboard van je auto. Staat in de basisinfo van je auto 'glasbreuk via interne verzekering' aangevinkt, dan heeft je auto een interne omnium via Dégage.

Wat met de kilometerstanden?
Het rijden naar de hersteller kan gedaan worden door de ontlener, als de eigenaar zich hierbij ook comfortabel voelt. Op die manier wordt de eigenaar een beetje ontlast. Als de eigenaar graag zelf rijdt kan dat uiteraard ook. De km-standen die gereden werden in functie van het schadegeval kan aan Dégage worden doorgegeven. Dan zorgen we dat die op naam van de ontlener komen. 

De factuur zal in eerste instantie - om boekhoudkundige redenen - door de eigenaar betaald worden. Daarna opgeladen (belangrijk!). Wij betalen dan integraal terug. Bij glasbreuk is er geen franchise. Dus niemand zal hiervoor een eigen bijdrage moeten betalen.",Yes,text,,public,,There is an asterisk in the windshield. What should I do?,Il y a un astérisque sur le pare-brise. Que dois-je faire?,Er is een sterretje in de voorruit. Wat moet ik doen?,
faq-31-ik-heb-schade-berokkend-aan-de-deelauto-hoeveel-moet,"An accident? Consult our FAQ 'what to do in the event of an accident' for proper follow-up.

Your own share amounts to a maximum of 750 euros. In the event of damage, Dégage always compensates a third party out of solidarity. With this we mainly try to alleviate minor damage. In concrete terms, in the event of damage, you always pay two-thirds of the damage costs, with a maximum of €750.

Some examples: 

  damage of €300: €100 by Dégage; €200 by borrower

  damage of €750: €250 by Dégage; €500 by borrower

  damage of €1000: €334 by Dégage; €666 by borrower

  damage of €1125: €375 by Dégage; €750 by borrower

  damage of €1300: €550 by Dégage; €750 by borrower

Intervention is made through the insurer or Dégage's compensation fund. Your own share is always the same regardless of which shared car you drive. Are you the owner yourself? Then you advance the repair invoice. Dégage will issue you a credit note so that your share is also limited to 750 euros.

Did you also cause damage to an opposing party? Then consult the FAQ 'What if damage to the other party?'.","Un accident ? Consultez notre FAQ 'que faire en cas d'accident' pour la bonne suite.

Votre propre part s'élève au maximum à 750 euros. En cas de sinistre, Dégage indemnise toujours un tiers par solidarité. Avec cela, nous essayons principalement d’atténuer les dommages mineurs. Concrètement, en cas de sinistre, vous payez toujours les deux tiers des frais du sinistre, avec un maximum de 750 €.

Quelques exemples : 

  dommage de 300 € : 100 € par Dégage ; 200 € par emprunteur

  dommage de 750 € : 250 € par Dégage ; 500 € par emprunteur

  dommage de 1000 € : 334 € par Dégage ; 666 € par emprunteur

  dommage de 1125 € : 375 € par Dégage ; 750 € par emprunteur

  dommage de 1300 € : 550 € par Dégage ; 750 € par emprunteur

L'intervention se fait par l'intermédiaire de l'assureur ou de la caisse d'indemnisation de Dégage. Votre propre part est toujours la même, quelle que soit la voiture partagée que vous conduisez. Êtes-vous vous-même propriétaire ? Ensuite vous avancez la facture de réparation. Dégage vous délivrera un avoir afin que votre part soit également limitée à 750 euros.

Avez-vous également causé des dommages à une partie adverse ? Consultez ensuite la FAQ « Et en cas de dommage à l'autre partie ? ».","Een ongeval? Raadpleeg onze FAQ 'wat te doen bij een ongeval' voor een juiste opvolging.

Je eigen aandeel bedraagt max. 750 euro. Bij schade komt Dégage steeds een derde tussen uit solidariteit. Hiermee proberen we vooral kleine schade wat te verzachten. Concreet betaal je bij schade steeds twee derde van de schadekosten, met een maximum van €750.

Enkele voorbeelden: 

  schade van € 300: € 100 door Dégage; € 200 door ontlener

  schade van € 750: € 250 door Dégage; € 500 door ontlener

  schade van € 1000: € 334 door Dégage; € 666 door ontlener

  schade van € 1125: € 375 door Dégage; € 750 door ontlener

  schade van € 1300: € 550 door Dégage; € 750 door ontlener

Tussenkomst verloopt via de verzekeraar of het schadefonds van Dégage. Je eigen aandeel is steeds dezelfde ongeacht met welke deelauto je rijdt. Ben je zelf eigenaar? Dan schiet je de herstelfactuur voor. Dégage zal je een creditnota opstellen zodat ook jouw aandeel tot 750 euro wordt begrensd.

Berokkende je ook schade aan een tegenpartij? Raadpleeg dan de FAQ 'Wat bij schade aan tegenpartij?'.",Yes,text,,public,,I have caused damage to the shared car. How much do I have to pay?,J'ai causé des dommages à la voiture partagée. Combien dois-je payer ?,Ik heb schade berokkend aan de deelauto. Hoeveel moet ik betalen?,
faq-32-ik-veroorzaakte-schade-aan-een-tegenpartij-hoeveel-m,"In the event of an accident, always check the FAQ 'What to do in the event of an accident'.

Has an opponent suffered damage because of you? You will then be charged a bonus malus surcharge for damage to third parties. This is calculated on the basis of the repair invoice of the counterparty and amounts to a maximum of 200 euros.

You may also have damage to the shared car. Read the FAQ 'Damage to the shared car' to know your own share.","En cas d'accident, consultez toujours la FAQ « Que faire en cas d'accident ».

Un adversaire a-t-il subi des dégâts à cause de vous ? Un supplément bonus malus vous sera alors facturé pour les dommages causés aux tiers. Celui-ci est calculé sur la base de la facture de réparation de la contrepartie et s'élève au maximum à 200 euros.

Vous pourriez également avoir des dommages à la voiture partagée. Lisez la FAQ « Dommages à la voiture partagée » pour connaître votre propre part.","Check bij een ongeval steeds de FAQ 'Wat te doen bij een ongeval'.

Heeft een tegenpartij schade door jou? Dan wordt je een bonus malus toeslag aangerekend voor schade aan derden. Deze wordt berekend op basis van de herstelfactuur van de tegenpartij en bedraagt maximaal 200 euro.

Wellicht heb je ook schade aan de deelauto. Lees de FAQ 'Schade aan de deelauto' om je eigen aandeel te kennen.",Yes,text,,public,,I caused damage to an opponent. How much do I have to pay?,J'ai causé des dégâts à un adversaire. Combien dois-je payer ?,Ik veroorzaakte schade aan een tegenpartij. Hoeveel moet ik betalen?,
